CustomerKey,GeographyKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,NumberCarsOwned,AddressLine1,Phone,DateFirstPurchase,CustomerType,CompanyName,OwnsHouse
130,694,Julia,Wright,1975-08-05,Single,Female,julia17@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,1,7397 Central Blvd.,456-555-0174,2002-02-06,Person,No Company Entered,Yes
131,500,Caroline,Russell,1980-01-06,Married,Female,caroline21@adventure-works.com,"30000,00",0,0,Bachillerato,Manual calificado,2,3884 Bates Court,424-555-0137,2004-06-11,Person,No Company Entered,Yes
132,490,Amanda,Rivera,1980-03-12,Married,Female,amanda7@adventure-works.com,"30000,00",0,0,Bachillerato,Manual calificado,2,9573 Royal Oak Rd.,918-555-0126,2004-04-20,Person,No Company Entered,No
133,647,Melissa,Richardson,1980-10-26,Single,Female,melissa31@adventure-works.com,"30000,00",0,0,Bachillerato,Manual calificado,2,6832 Fruitwood Dr,928-555-0118,2003-10-11,Person,No Company Entered,No
134,644,Angela,Griffin,1980-09-08,Single,Female,angela23@adventure-works.com,"30000,00",0,0,Bachillerato parcial,Clerical,2,3828 Baltic Sea Ct,598-555-0174,2004-07-02,Person,No Company Entered,No
135,531,Larry,Townsend,1946-02-26,Single,Male,larry14@adventure-works.com,"10000,00",5,0,Bachillerato,Manual calificado,2,7034 Carson,1 (11) 500 555-0130,2001-11-03,Person,No Company Entered,Yes
136,445,Marcus,Harris,1979-11-03,Single,Male,marcus14@adventure-works.com,"30000,00",0,0,Bachillerato parcial,Clerical,2,9068 Quiet Place Drive,442-555-0119,2003-10-20,Person,No Company Entered,No
137,511,Brianna,Morgan,1978-10-26,Single,Female,brianna30@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,9005 Eagle Ct.,954-555-0117,2003-07-07,Person,No Company Entered,No
138,551,Jasmine,Taylor,1978-07-20,Married,Female,jasmine7@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,2457 Matterhorn Court,557-555-0146,2004-02-01,Person,No Company Entered,Yes
139,633,Lauren,Davis,1978-09-15,Married,Female,lauren23@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,8105 Pembrook Court,832-555-0121,2004-03-22,Person,No Company Entered,No
140,613,Tanya,Moreno,1938-11-09,Single,Female,tanya2@adventure-works.com,"30000,00",2,0,Grado parcial,Clerical,2,6155 Wilbur Drive,1 (11) 500 555-0185,2004-03-17,Person,No Company Entered,No
141,443,Javier,Alvarez,1977-02-11,Single,Male,javier1@adventure-works.com,"30000,00",0,0,Bachillerato parcial,Clerical,2,8935 Etcheverry Dr.,763-555-0134,2003-09-20,Person,No Company Entered,No
142,472,Nicole,Ramirez,1977-06-21,Married,Female,nicole42@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,1101 C Street,152-555-0162,2003-11-17,Person,No Company Entered,No
143,647,Eduardo,Patterson,1977-08-14,Single,Male,eduardo55@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,6255 Macalvey Dr.,190-555-0184,2003-08-17,Person,No Company Entered,No
144,645,Jonathan,Henderson,1977-02-04,Married,Male,jonathan4@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,165 East Lane Road,149-555-0113,2003-12-17,Person,No Company Entered,Yes
145,577,Edward,Hernandez,1979-09-09,Single,Male,edward48@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,7607 Pine Hollow Road,178-555-0196,2003-07-29,Person,No Company Entered,No
146,580,Jasmine,Coleman,1979-12-08,Single,Female,jasmine46@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,1961 Oak Grove Road,857-555-0115,2003-07-29,Person,No Company Entered,No
147,509,Karla,Goel,1939-08-26,Single,Female,karla20@adventure-works.com,"40000,00",2,0,Grado,Administración,2,3272 Corrie Lane,1 (11) 500 555-0137,2003-08-09,Person,No Company Entered,Yes
148,568,Ernest,Wu,1939-02-05,Married,Male,ernest6@adventure-works.com,"60000,00",2,0,Máster,Administración,1,1832 RiverRock Dr,1 (11) 500 555-0139,2001-11-13,Person,No Company Entered,Yes
149,478,Ross,Vazquez,1941-08-16,Married,Male,ross32@adventure-works.com,"40000,00",2,0,Grado,Administración,2,1201 Paso Del Rio Way,1 (11) 500 555-0163,2003-09-08,Person,No Company Entered,Yes
150,492,Theodore,Gill,1941-04-20,Married,Male,theodore14@adventure-works.com,"40000,00",2,0,Grado,Administración,2,9120 Pinewood Court,1 (11) 500 555-0194,2003-12-06,Person,No Company Entered,Yes
151,699,Russell,Shen,1941-03-15,Single,Male,russell6@adventure-works.com,"40000,00",2,0,Grado,Administración,2,4755 Easley Drive,1 (11) 500 555-0191,2003-09-28,Person,No Company Entered,Yes
152,558,Melinda,Gill,1942-02-25,Single,Female,melinda9@adventure-works.com,"60000,00",2,0,Máster,Administración,1,805 Rainier Dr.,1 (11) 500 555-0117,2001-11-15,Person,No Company Entered,No
153,537,James,Williams,1976-01-10,Single,Male,james77@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,6827 Seagull Court,355-555-0153,2003-07-13,Person,No Company Entered,Yes
154,678,Angela,James,1976-06-23,Married,Female,angela34@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,8877 Weatherly Drive,847-555-0111,2003-09-30,Person,No Company Entered,Yes
155,573,Megan,Walker,1976-08-21,Single,Female,megan25@adventure-works.com,"40000,00",0,0,Grado parcial,Manual calificado,1,6898 Holiday Hills,918-555-0186,2003-07-14,Person,No Company Entered,Yes
156,443,Hunter,Robinson,1976-01-26,Single,Male,hunter50@adventure-works.com,"40000,00",0,0,Grado parcial,Manual calificado,1,8356 Mori Court,891-555-0125,2003-07-10,Person,No Company Entered,No
157,645,Maria,Roberts,1976-02-07,Single,Female,maria47@adventure-works.com,"40000,00",0,0,Grado parcial,Manual calificado,1,9452 Mariposa Ct.,158-555-0199,2003-07-12,Person,No Company Entered,No
158,559,Hannah,Long,1975-06-11,Married,Female,hannah32@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,1832 Preston Ct.,974-555-0177,2004-01-25,Person,No Company Entered,Yes
159,690,Jason,Wright,1975-10-08,Single,Male,jason46@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,6771 Bundros Court,694-555-0176,2003-07-23,Person,No Company Entered,Yes
160,707,Brianna,Hughes,1975-09-17,Single,Female,brianna57@adventure-works.com,"40000,00",0,0,Bachillerato,Manual calificado,2,6793 Bonifacio St.,319-555-0183,2004-03-11,Person,No Company Entered,No
161,470,Maurice,Tang,1974-01-08,Single,Male,maurice4@adventure-works.com,"40000,00",0,0,Grado parcial,Manual calificado,1,2886 Chaparral Court,947-555-0172,2003-08-25,Person,No Company Entered,No
162,470,Emily,Wood,1974-04-22,Single,Female,emily27@adventure-works.com,"40000,00",0,0,Grado parcial,Manual calificado,1,1562 Black Walnut,184-555-0114,2003-12-03,Person,No Company Entered,No
163,643,Chase,Cox,1974-03-05,Single,Male,chase10@adventure-works.com,"40000,00",0,0,Grado parcial,Manual calificado,1,P.O. Box 8070,764-555-0116,2003-08-22,Person,No Company Entered,Yes
164,552,Gabriel,Wang,1974-12-20,Married,Male,gabriel21@adventure-works.com,"40000,00",0,0,Grado parcial,Manual calificado,1,8002 Crane Court,617-555-0150,2003-11-02,Person,No Company Entered,Yes
165,560,Devin,Brooks,1974-05-05,Single,Male,devin63@adventure-works.com,"40000,00",0,0,Grado parcial,Manual calificado,1,4231 Highland Dr.,502-555-0138,2003-10-29,Person,No Company Entered,No
166,520,Jocelyn,Alexander,1973-07-18,Married,Female,jocelyn18@adventure-works.com,"60000,00",0,0,Grado parcial,Manual calificado,1,3376 Bank Way,354-555-0134,2003-11-26,Person,No Company Entered,No
167,522,Ashley,Martinez,1972-04-24,Single,Female,ashley18@adventure-works.com,"70000,00",0,0,Grado parcial,Manual calificado,2,6993 Whyte Park Ave.,131-555-0194,2004-04-16,Person,No Company Entered,No
168,495,Jasmine,Barnes,1972-08-01,Single,Female,jasmine43@adventure-works.com,"80000,00",0,0,Grado,Administración,1,9183 Via Del Sol,178-555-0156,2003-07-11,Person,No Company Entered,No
169,520,David,Rodriguez,1968-05-15,Single,Male,david83@adventure-works.com,"80000,00",0,0,Grado,Administración,1,38 Shangri-la Rd.,730-555-0128,2003-07-19,Person,No Company Entered,No
170,619,Bryce,Richardson,1968-06-22,Married,Male,bryce8@adventure-works.com,"90000,00",4,4,Grado,Administración,1,1841 Blackwood Drive,178-555-0176,2003-11-27,Person,No Company Entered,Yes
171,597,Carol,Howard,1968-02-05,Married,Female,carol5@adventure-works.com,"90000,00",4,4,Grado,Administración,1,6281 Edward Ave,845-555-0127,2004-02-27,Person,No Company Entered,Yes
172,707,Jonathan,Hill,1967-10-09,Single,Male,jonathan43@adventure-works.com,"100000,00",1,0,Grado,Administración,2,3731 Chinquapin Ct,134-555-0196,2002-02-20,Person,No Company Entered,Yes
173,507,Gabrielle,Adams,1967-11-21,Married,Female,gabrielle58@adventure-works.com,"100000,00",1,0,Grado,Administración,2,5621 Arcadia Pl.,403-555-0152,2003-11-04,Person,No Company Entered,Yes
174,703,Sarah,Thomas,1967-09-01,Single,Female,sarah13@adventure-works.com,"110000,00",0,0,Máster,Administración,4,5636 Mt. Whitney Dr.,868-555-0188,2003-09-03,Person,No Company Entered,No
175,653,Nicholas,Robinson,1967-07-13,Married,Male,nicholas19@adventure-works.com,"110000,00",0,1,Máster,Administración,0,1318 Lasalle Street,949-555-0138,2004-01-14,Person,No Company Entered,Yes
176,430,Luis,Wang,1963-03-05,Single,Male,luis24@adventure-works.com,"70000,00",0,0,Grado parcial,Manual calificado,2,6943 Patterson Blvd.,418-555-0127,2002-02-28,Person,No Company Entered,Yes
177,490,Mason,Roberts,1968-01-25,Married,Male,mason25@adventure-works.com,"90000,00",4,4,Grado,Administración,1,5753 Megan Dr.,539-555-0162,2003-08-06,Person,No Company Entered,Yes
178,688,Jose,Flores,1942-07-04,Married,Male,jose6@adventure-works.com,"110000,00",2,4,Máster,Administración,2,3991 Rambling Rose Drive,157-555-0182,2003-09-30,Person,No Company Entered,Yes
179,645,Nathan,Johnson,1943-08-24,Married,Male,nathan55@adventure-works.com,"100000,00",2,3,Máster,Administración,3,8927 Daylight Place,117-555-0182,2003-08-25,Person,No Company Entered,Yes
180,430,Molly,Rodriguez,1943-06-14,Married,Female,molly18@adventure-works.com,"120000,00",2,4,Máster,Administración,3,5556 Riverland Dr.,135-555-0185,2003-09-13,Person,No Company Entered,Yes
181,610,April,Anand,1943-01-02,Married,Female,april18@adventure-works.com,"160000,00",1,3,Grado,Administración,4,3531 Brookview Drive,702-555-0144,2003-09-18,Person,No Company Entered,Yes
182,653,Devin,Martin,1943-08-08,Married,Male,devin13@adventure-works.com,"170000,00",2,3,Máster,Administración,2,1085 Greenbelt Way,735-555-0197,2003-11-08,Person,No Company Entered,Yes
183,694,Stephanie,Torres,1944-08-25,Single,Female,stephanie19@adventure-works.com,"70000,00",4,0,Grado,Administración,2,6968 Mildred Ln.,567-555-0176,2004-02-29,Person,No Company Entered,Yes
184,691,Jasmine,Lee,1944-07-15,Single,Female,jasmine19@adventure-works.com,"70000,00",4,0,Grado,Administración,2,7502 Contuti Avenue,147-555-0199,2003-11-01,Person,No Company Entered,Yes
185,470,Meghan,Hernandez,1944-11-16,Single,Female,meghan3@adventure-works.com,"70000,00",4,0,Grado,Administración,2,5872 L St.,967-555-0188,2004-02-11,Person,No Company Entered,Yes
186,511,Ashley,Henderson,1944-10-08,Single,Female,ashley31@adventure-works.com,"70000,00",4,0,Grado,Administración,2,8834 San Jose Ave.,173-555-0121,2003-08-25,Person,No Company Entered,Yes
187,527,Sarah,Price,1944-05-21,Single,Female,sarah25@adventure-works.com,"70000,00",4,0,Grado,Administración,2,4815 Paraiso Ct.,180-555-0133,2004-04-20,Person,No Company Entered,Yes
188,597,Jennifer,Cooper,1944-02-22,Married,Female,jennifer63@adventure-works.com,"60000,00",4,0,Máster,Administración,2,2429 Longview Road,857-555-0111,2003-10-05,Person,No Company Entered,Yes
189,690,Catherine,Morris,1944-09-06,Married,Female,catherine16@adventure-works.com,"60000,00",4,0,Máster,Administración,2,6542 Stonewood Drive,795-555-0117,2004-05-04,Person,No Company Entered,No
190,583,Lawrence,Blanco,1944-07-15,Single,Male,lawrence14@adventure-works.com,"60000,00",4,0,Máster,Administración,2,7502 Contuti Avenue,656-555-0171,2002-02-26,Person,No Company Entered,Yes
191,430,Carson,Bryant,1944-06-22,Married,Male,carson17@adventure-works.com,"70000,00",5,0,Grado,Administración,2,2995 Youngsdale Dr.,240-555-0142,2004-02-29,Person,No Company Entered,Yes
192,469,Kristi,Perez,1945-12-18,Single,Female,kristi39@adventure-works.com,"70000,00",5,0,Grado,Administración,3,1769 Lislin Ct,123-555-0181,2002-02-11,Person,No Company Entered,Yes
193,693,James,Brown,1945-09-13,Married,Male,james79@adventure-works.com,"60000,00",4,0,Grado,Administración,2,673 Old Mountain View Dr.,725-555-0117,2003-12-25,Person,No Company Entered,Yes
194,573,Ian,Gray,1945-02-13,Married,Male,ian72@adventure-works.com,"60000,00",4,0,Grado,Administración,2,5941 Gill Dr.,596-555-0190,2003-08-29,Person,No Company Entered,Yes
195,527,Jacqueline,Price,1945-06-10,Married,Female,jacqueline0@adventure-works.com,"60000,00",4,0,Grado,Administración,2,872 Mark Twain Dr,266-555-0112,2003-09-14,Person,No Company Entered,Yes
196,678,Megan,Henderson,1946-02-10,Married,Female,megan55@adventure-works.com,"60000,00",5,0,Grado,Administración,3,8411 Mt. Olivet Place,560-555-0150,2003-10-16,Person,No Company Entered,Yes
197,580,Alfredo,Romero,1946-06-07,Married,Male,alfredo10@adventure-works.com,"60000,00",5,0,Grado,Administración,3,2499 Greendell Pl,342-555-0110,2003-09-04,Person,No Company Entered,Yes
198,693,Andrea,Morris,1946-06-18,Married,Female,andrea18@adventure-works.com,"70000,00",3,1,Grado,Administración,1,1883 Green View Court,715-555-0178,2003-11-03,Person,No Company Entered,No
199,691,Brooke,Sanders,1946-11-26,Single,Female,brooke3@adventure-works.com,"70000,00",4,1,Grado,Administración,1,5192 Dumbarton Drive,215-555-0156,2003-08-09,Person,No Company Entered,Yes
200,445,Jacqueline,Bennett,1946-11-06,Married,Female,jacqueline1@adventure-works.com,"70000,00",4,1,Grado,Administración,1,8948 Chinquapin Court,413-555-0174,2003-09-19,Person,No Company Entered,Yes
201,701,Jason,Griffin,1947-11-22,Married,Male,jason18@adventure-works.com,"70000,00",4,1,Grado,Administración,1,7239 Nicholas Drive,232-555-0160,2003-08-11,Person,No Company Entered,Yes
202,547,Amanda,Foster,1947-08-18,Married,Female,amanda37@adventure-works.com,"70000,00",4,1,Grado,Administración,1,3984 San Francisco,505-555-0159,2004-01-02,Person,No Company Entered,Yes
203,645,Alexia,Price,1947-08-26,Married,Female,alexia0@adventure-works.com,"80000,00",5,0,Grado,Administración,2,2079 Wellington Ct,552-555-0118,2004-03-18,Person,No Company Entered,No
204,675,Luis,Diaz,1948-08-21,Married,Male,luis21@adventure-works.com,"40000,00",2,1,Bachillerato,Profesional,2,3682 Diablo View Road,171-555-0126,2003-08-24,Person,No Company Entered,Yes
205,580,Destiny,Rivera,1948-06-01,Married,Female,destiny33@adventure-works.com,"40000,00",2,1,Bachillerato,Profesional,2,6965 Appalachian Drive,743-555-0111,2004-02-10,Person,No Company Entered,Yes
206,597,Abby,Fernandez,1948-07-24,Married,Female,abby13@adventure-works.com,"40000,00",2,1,Bachillerato,Profesional,2,8330 Glenside Court,134-555-0119,2004-01-28,Person,No Company Entered,Yes
207,507,Blake,Flores,1948-09-24,Married,Male,blake60@adventure-works.com,"60000,00",2,1,Grado parcial,Profesional,1,9410 Ferry St.,975-555-0163,2003-11-12,Person,No Company Entered,Yes
208,678,Danielle,Cox,1948-07-19,Single,Female,danielle12@adventure-works.com,"60000,00",2,1,Grado parcial,Profesional,1,2346 Wren Ave,396-555-0158,2003-08-04,Person,No Company Entered,Yes
209,633,Maria,Reed,1948-02-04,Married,Female,maria4@adventure-works.com,"60000,00",2,1,Grado,Administración,0,1413 Bridgeview St,156-555-0163,2003-09-05,Person,No Company Entered,Yes
210,505,Allison,Evans,1948-01-13,Married,Female,allison21@adventure-works.com,"60000,00",2,1,Grado,Administración,0,3515 Sutton Circle,988-555-0151,2003-09-26,Person,No Company Entered,Yes
211,570,Edward,Wood,1948-06-08,Married,Male,edward50@adventure-works.com,"70000,00",4,1,Grado parcial,Profesional,2,1039 Adelaide St.,229-555-0114,2003-11-07,Person,No Company Entered,Yes
212,490,Samantha,Russell,1949-10-12,Married,Female,samantha42@adventure-works.com,"40000,00",2,1,Bachillerato,Profesional,2,9256 Village Oaks Dr.,547-555-0121,2003-08-05,Person,No Company Entered,Yes
213,511,Chloe,Campbell,1949-11-05,Married,Female,chloe4@adventure-works.com,"40000,00",2,1,Bachillerato,Profesional,2,3562 East Ave.,205-555-0169,2003-08-03,Person,No Company Entered,Yes
214,479,Stephanie,Murphy,1949-05-14,Single,Female,stephanie11@adventure-works.com,"60000,00",2,1,Grado parcial,Profesional,2,5514 Grant Street,293-555-0151,2003-09-29,Person,No Company Entered,Yes
215,660,Charles,Miller,1949-11-07,Single,Male,charles9@adventure-works.com,"60000,00",2,1,Grado parcial,Profesional,2,2719 Little Dr,389-555-0115,2004-02-15,Person,No Company Entered,Yes
216,682,Ana,Perry,1950-06-21,Married,Female,ana7@adventure-works.com,"40000,00",2,1,Bachillerato parcial,Manual calificado,2,3114 Arlington Way,446-555-0134,2003-08-19,Person,No Company Entered,Yes
217,536,Jasmine,Torres,1950-05-20,Single,Female,jasmine32@adventure-works.com,"60000,00",2,1,Grado parcial,Profesional,2,8328 San Francisco,939-555-0130,2002-02-15,Person,No Company Entered,Yes
218,536,Natalie,Adams,1950-02-11,Single,Female,natalie58@adventure-works.com,"60000,00",2,1,Grado parcial,Profesional,2,6592 Bent Tree Lane,300-555-0150,2002-02-10,Person,No Company Entered,Yes
219,559,Olivia,Brown,1950-09-11,Single,Female,olivia4@adventure-works.com,"60000,00",2,1,Grado parcial,Profesional,2,3964 Stony Hill Circle,414-555-0147,2003-09-01,Person,No Company Entered,No
220,573,Charles,Cook,1950-12-02,Married,Male,charles69@adventure-works.com,"60000,00",2,1,Bachillerato,Profesional,2,6871 Bel Air Dr.,755-555-0111,2004-05-01,Person,No Company Entered,Yes
221,469,Erica,Huang,1950-02-23,Married,Female,erica5@adventure-works.com,"60000,00",2,1,Grado parcial,Profesional,1,9142 All Ways Drive,618-555-0157,2003-09-15,Person,No Company Entered,Yes
222,645,Nathan,Perry,1950-06-10,Married,Male,nathan3@adventure-works.com,"70000,00",4,2,Grado parcial,Profesional,1,9714 Nicholas Drive,271-555-0191,2003-10-09,Person,No Company Entered,Yes
223,547,Alexandra,Rivera,1950-08-17,Married,Female,alexandra11@adventure-works.com,"80000,00",3,1,Grado,Administración,1,4999 Corte Segunda,488-555-0143,2004-05-04,Person,No Company Entered,Yes
224,499,Hailey,Patterson,1951-09-16,Single,Female,hailey30@adventure-works.com,"70000,00",2,1,Bachillerato,Profesional,2,5045 Vancouver Way,480-555-0126,2003-08-02,Person,No Company Entered,Yes
225,597,Tiffany,Li,1951-09-06,Single,Female,tiffany3@adventure-works.com,"70000,00",2,1,Bachillerato,Profesional,2,6404 Del Mar Ave,197-555-0118,2002-02-07,Person,No Company Entered,Yes
226,678,Madison,Lee,1951-02-16,Married,Female,madison22@adventure-works.com,"60000,00",2,1,Grado parcial,Profesional,1,5927 Seaview Avenue,471-555-0142,2003-12-24,Person,No Company Entered,Yes
227,703,Sydney,Ross,1951-09-27,Married,Female,sydney26@adventure-works.com,"60000,00",2,1,Grado parcial,Profesional,1,5252 Santa Fe,219-555-0146,2003-08-25,Person,No Company Entered,Yes
228,469,Marshall,Chavez,1951-08-12,Single,Male,marshall35@adventure-works.com,"60000,00",2,1,Grado parcial,Profesional,2,9022 Estudillo Street,712-555-0116,2002-02-03,Person,No Company Entered,Yes
229,625,Ashley,Jones,1951-04-19,Married,Female,ashley3@adventure-works.com,"60000,00",2,1,Grado parcial,Profesional,2,7681 Willow Pass Road,996-555-0169,2004-04-27,Person,No Company Entered,Yes
230,538,Adrian,Stewart,1951-12-03,Single,Male,adrian21@adventure-works.com,"70000,00",4,2,Grado parcial,Profesional,1,6898 Shaw Rd.,812-555-0122,2004-01-28,Person,No Company Entered,Yes
231,547,Amber,Turner,1951-04-03,Married,Female,amber4@adventure-works.com,"70000,00",4,2,Grado parcial,Profesional,2,6345 Ridge Circle,155-555-0131,2004-01-17,Person,No Company Entered,No
